,easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min)
38,84052.0,36300.0,0.05,0.009000000000000001,0.33799999999999997,10848540.35,0.2737112532487913,0.7262887467512087,444668.0423785474,265.05807123113976
40,84297.0,36300.0,0.08,0.022000000000000002,0.33799999999999997,10849663.34,0.27530990318851706,0.7246900968114829,871978.3093777569,395.3005978690949
42,84542.0,36300.0,0.07,0.017,0.33899999999999997,10850530.964000002,0.2768923659444533,0.7231076340555467,403398.9650019103,292.83971629499064
44,84787.0,36300.0,0.06,0.018000000000000002,0.33899999999999997,10851332.984000001,0.27923482190955123,0.7207651780904487,1663662.057518266,350.0680457310715
46,85031.0,36300.0,0.07,0.022000000000000002,0.33899999999999997,10851520.762,0.2807750701834761,0.7192249298165239,1206841.744694677,337.95717979404657
48,85276.0,36300.0,0.08,0.025,0.33899999999999997,10851257.755,0.2830524465450905,0.7169475534549095,324990.0071809985,246.13151129909718
50,85521.0,36300.0,0.06,0.017,0.33899999999999997,10850704.912999999,0.28454819934275905,0.7154518006572409,178412.00637574273,321.3009005552103
52,85766.0,36300.0,0.06,0.013000000000000001,0.33899999999999997,10849284.437,0.2867572772731764,0.7132427227268237,986162.1003958876,330.27356962151896
54,86011.0,36300.0,0.06,0.017,0.33899999999999997,10847928.633,0.2882065243352829,0.7117934756647171,1047826.3750151392,366.6674821781098
56,86256.0,36300.0,0.06,0.015,0.33899999999999997,10845256.425999999,0.2903444917928768,0.7096555082071232,592563.1444862054,233.38250899870087
58,86500.0,36300.0,0.05,0.012,0.33899999999999997,10843034.555,0.2917454932790917,0.7082545067209083,1055168.7727469322,361.93758856268374
60,86745.0,36300.0,0.05,0.013000000000000001,0.33899999999999997,10840448.639,0.29312676891229644,0.7068732310877035,695525.0329636247,207.54666684288063
62,86990.0,36300.0,0.07,0.018000000000000002,0.33899999999999997,10835865.465999998,0.29516122048168475,0.7048387795183153,403100.70725275885,378.2853589803808
64,87235.0,36300.0,0.05,0.01,0.33899999999999997,10832326.261,0.296492255734586,0.7035077442654141,712059.9423051869,384.6321178004992
66,87480.0,36300.0,0.08,0.024,0.33899999999999997,10826268.122000001,0.2984504583971971,0.7015495416028029,1701326.7733858137,434.5855107997338
68,87725.0,36300.0,0.06,0.012,0.33899999999999997,10821716.507000001,0.2997301231201621,0.7002698768798379,964152.3611744049,366.2175130175119
70,87969.0,36300.0,0.07,0.024,0.33899999999999997,10814098.140999999,0.3016105510865669,0.6983894489134331,600953.0883917527,156.78835580289388
72,88214.0,36300.0,0.07,0.015,0.33899999999999997,10808480.109000001,0.30283793476552096,0.697162065234479,544545.456600845,361.70997728071177
74,88459.0,36300.0,0.06,0.013000000000000001,0.33899999999999997,10799225.75,0.3046393704755351,0.6953606295244649,774104.9512230679,316.2613595667181
76,88704.0,36300.0,0.05,0.009000000000000001,0.33899999999999997,10792494.875,0.30581375288396434,0.6941862471160356,1037108.7712253005,314.0466412749105
78,88949.0,36300.0,0.05,0.012,0.33899999999999997,10785308.037999999,0.3069667696346691,0.6930332303653308,980064.6728559305,232.67563074996863
80,89194.0,36300.0,0.07,0.02,0.33899999999999997,10773661.932,0.3086560594365284,0.6913439405634716,565347.7251842536,340.40582668817683
82,89439.0,36300.0,0.06,0.015,0.33899999999999997,10765314.673,0.3097553254283374,0.6902446745716626,306444.70395479514,291.7629786251456
84,89683.0,36300.0,0.06,0.015,0.33899999999999997,10751911.499000002,0.3113636778807305,0.6886363221192695,535839.0005981942,287.850528041063
86,89928.0,36300.0,0.06,0.02,0.33899999999999997,10742385.127,0.3124088026353749,0.6875911973646252,943954.0187309721,301.3605105440103
88,90173.0,36300.0,0.04,0.006999999999999999,0.33899999999999997,10727207.42,0.3139357070500121,0.6860642929499878,755294.4263961168,271.94551115776176
90,90418.0,36300.0,0.05,0.01,0.33899999999999997,10716497.537999999,0.3149263965493171,0.6850736034506829,851137.6306532301,211.08941423258244
92,90663.0,36300.0,0.07,0.023,0.33899999999999997,10699549.719,0.3163714778342228,0.6836285221657772,859607.5353528211,371.69180915789065
94,90908.0,36300.0,0.06,0.013999999999999999,0.33899999999999997,10687666.589,0.3173075252662603,0.6826924747337397,1160976.5641369026,228.81556958472527
96,91152.0,36300.0,0.06,0.017,0.33899999999999997,10668974.762,0.31867053934635603,0.6813294606536441,1251916.644146405,369.3056774782006
98,91397.0,36300.0,0.04,0.006,0.33899999999999997,10655942.663999999,0.31955182818395195,0.680448171816048,1145852.9604526001,286.81565897923315
0,48200.0,97700.0,0.03,0.005,0.287,10035128.489,0.207482411679108,0.7925175883208921,786046.7549234671,306.3283218893621
2,48342.0,97700.0,0.05,0.009000000000000001,0.287,10049712.783,0.20775861151376387,0.7922413884862362,436745.5766571704,408.11432016854286
4,48484.0,97700.0,0.07,0.022000000000000002,0.287,10078907.314,0.20831552398593906,0.791684476014061,1913790.0924150147,243.94401995197066
6,48626.0,97700.0,0.05,0.01,0.287,10093515.151,0.20859619564446052,0.7914038043555395,503051.2061921464,310.1247837317364
8,48768.0,97700.0,0.03,0.004,0.28600000000000003,10122746.139,0.2091618679009245,0.7908381320990755,1157633.0942954542,328.6799133204143
10,48911.0,97700.0,0.03,0.003,0.28600000000000003,10137367.025,0.2094468279935628,0.7905531720064372,678198.8543875489,241.65570156853843
12,49053.0,97700.0,0.03,0.004,0.28600000000000003,10166614.103,0.21002089559255654,0.7899791044074435,706922.5071223258,409.62217719437797
14,49195.0,97700.0,0.05,0.013000000000000001,0.28600000000000003,10181238.175,0.21030996322618453,0.7896900367738154,840687.8244036831,349.65332457540086
16,49337.0,97700.0,0.03,0.003,0.28600000000000003,10195861.232,0.2106003603697016,0.7893996396302984,1185253.208279999,317.67946373355113
18,49479.0,97700.0,0.03,0.004,0.28600000000000003,10225100.34,0.2111850648301581,0.7888149351698419,319130.13446544827,289.8638625609838
20,49621.0,97700.0,0.04,0.006,0.28600000000000003,10239714.474,0.21147933331465835,0.7885206666853417,1081846.938033155,265.7924176903209
22,49763.0,97700.0,0.04,0.006,0.285,10268927.309,0.21207160679588005,0.7879283932041199,864333.5925946425,276.71802922458335
24,49905.0,97700.0,0.04,0.004,0.285,10283524.249,0.21236957384330968,0.7876304261566903,605504.5771070839,242.1069449856086
26,50048.0,97700.0,0.02,0.001,0.285,10298113.741,0.2126687360515502,0.7873312639484498,1086055.309980494,313.92270090695735
28,50190.0,97700.0,0.05,0.006,0.285,10327267.15,0.21327057175323005,0.7867294282467701,457521.16400219896,306.297526735325
30,50332.0,97700.0,0.04,0.004,0.285,10341829.515,0.2135732085391084,0.7864267914608916,1172949.7894413765,305.53228127904237
32,50474.0,97700.0,0.03,0.004,0.285,10370921.88,0.21418182937910188,0.7858181706208981,350418.40138398716,216.8898392414346
34,50616.0,97700.0,0.04,0.006,0.285,10385450.481,0.21448777765272148,0.7855122223472786,568717.9312559479,249.6766411750666
36,50758.0,97700.0,0.01,0.0,0.285,10414469.207,0.21510286157411054,0.7848971384258894,346650.92228934634,256.3963252921323
38,50900.0,97700.0,0.03,0.003,0.285,10428958.079,0.2154119623202851,0.784588037679715,914883.8076316012,334.7596149637508
40,51042.0,97700.0,0.08,0.022000000000000002,0.285,10443432.493999999,0.21572207921791486,0.7842779207820851,1149382.831564587,364.94015682798147
42,51185.0,97700.0,0.03,0.004,0.284,10472335.7,0.2163452931274801,0.7836547068725199,294393.4385890784,264.6187181217132
44,51327.0,97700.0,0.01,0.001,0.284,10486763.418,0.21665835627027194,0.783341643729728,606813.8487497595,261.9107266615864
46,51469.0,97700.0,0.06,0.012,0.284,10515568.556,0.21728731108494656,0.7827126889150534,532035.9733376412,290.32963838553917
48,51611.0,97700.0,0.04,0.006,0.284,10529945.024,0.21760316951475628,0.7823968304852438,490448.46548283857,420.93229359024434
50,51753.0,97700.0,0.03,0.003,0.284,10558643.515,0.21823756595120264,0.7817624340487974,648405.8605854054,295.585636837851
52,51895.0,97700.0,0.08,0.027000000000000003,0.284,10572964.692,0.21855607118621087,0.7814439288137891,634898.9078598142,296.788106408176
54,52037.0,97700.0,0.05,0.009000000000000001,0.284,10587266.62,0.2188754260149236,0.7811245739850764,1176231.2188047466,358.39496833535975
56,52179.0,97700.0,0.06,0.012,0.284,10615811.201,0.21951661946316808,0.7804833805368319,942640.6064592252,303.3994557261777
58,52322.0,97700.0,0.05,0.008,0.284,10630053.125,0.21983842566004935,0.7801615743399506,974620.8250711028,271.2341396482152
60,52464.0,97700.0,0.04,0.008,0.284,10658474.508,0.22048437604537255,0.7795156239546275,739156.5556819179,304.65775389845373
62,52606.0,97700.0,0.06,0.017,0.284,10672653.305,0.22080848784702967,0.7791915121529703,855819.1945461895,338.36057328688287
64,52748.0,97700.0,0.04,0.008,0.284,10686810.412,0.22113333576793348,0.7788666642320665,424207.99536137143,257.42724027746914
66,52890.0,97700.0,0.04,0.006999999999999999,0.284,10715058.328,0.22178517490889088,0.7782148250911092,766350.7154682996,194.3765149548692
68,53032.0,97700.0,0.01,0.001,0.284,10729148.536,0.22211213347816536,0.7778878665218346,753594.2339347141,317.77488018221925
70,53174.0,97700.0,0.03,0.003,0.284,10757259.992999999,0.2227680465060833,0.7772319534939167,969582.3443626314,378.7474170610285
72,53316.0,97700.0,0.07,0.018000000000000002,0.284,10771280.667000001,0.22309696788323966,0.7769030321167604,1403957.597365133,310.66218970282307
74,53459.0,97700.0,0.03,0.002,0.284,10799250.487,0.2237566569359388,0.7762433430640612,174158.29497445948,258.1939354469162
76,53601.0,97700.0,0.04,0.009000000000000001,0.284,10813199.069,0.2240873909069006,0.7759126090930994,1160144.6556052307,289.1317015444353
78,53743.0,97700.0,0.05,0.011000000000000001,0.284,10827123.053,0.2244186951623056,0.7755813048376945,623729.9480579287,280.8904561873987
80,53885.0,97700.0,0.06,0.016,0.284,10854896.084,0.22508294565631848,0.7749170543436815,528391.442168597,284.57608332644423
82,54027.0,97700.0,0.05,0.012,0.284,10868744.552000001,0.2254158570792205,0.7745841429207795,169774.62117156287,324.7819827241708
84,54169.0,97700.0,0.04,0.005,0.284,10896363.910999998,0.22608316400112746,0.7739168359988725,745157.1498487695,302.71178059162435
86,54311.0,97700.0,0.04,0.005,0.284,10910134.194,0.2264175236591465,0.7735824763408534,876231.7341592158,320.7991824479425
88,54453.0,97700.0,0.04,0.009000000000000001,0.285,10937594.394000001,0.22708756434192195,0.7729124356580781,581720.6638281214,242.04246183287538
90,54596.0,97700.0,0.03,0.003,0.285,10951283.66,0.2274232083536907,0.7725767916463093,700552.2885468779,241.2742256949706
92,54738.0,97700.0,0.05,0.011000000000000001,0.285,10964945.255,0.2277592431190633,0.7722407568809367,618777.8257482842,328.4848007485402
94,54880.0,97700.0,0.05,0.01,0.285,10992184.025,0.2284324085085697,0.7715675914914304,614089.5317197804,299.13727637321773
96,55022.0,97700.0,0.07,0.017,0.285,11005760.470999999,0.2287695003590316,0.7712304996409685,405813.01783333725,296.1729749702981
98,55164.0,97700.0,0.03,0.004,0.285,11032825.579000002,0.22944460365758504,0.7705553963424151,836252.7596903802,273.6688569232591
0,26200.0,32100.0,0.05,0.01,0.318,8977013.58,0.260254955450598,0.739745044549402,611225.1510307763,269.4020144890826
0,4000.0,35100.0,0.06,0.012,0.358,9056732.046,0.28740179195130644,0.7125982080486936,666674.3399304864,379.59314532006516
7,4616.0,35100.0,0.04,0.006999999999999999,0.358,9014060.904,0.2901445854258826,0.7098554145741174,421163.44574198825,282.40664890706074
14,5233.0,35100.0,0.05,0.01,0.358,8973768.412999999,0.2927693154820899,0.7072306845179102,1412411.3900989213,239.58300730471484
21,5849.0,35100.0,0.04,0.008,0.358,8936061.178,0.295248679492622,0.704751320507378,680099.3569813637,282.56987612062267
28,6466.0,35100.0,0.05,0.006999999999999999,0.358,8895638.846,0.29791731797396503,0.7020826820260351,638768.9988928075,274.1810359332828
35,7082.0,35100.0,0.05,0.012,0.358,8864326.873,0.2999757087630518,0.7000242912369482,499440.6136297913,253.2256404962769
42,7699.0,35100.0,0.08,0.03,0.358,8836355.819,0.30178734808698104,0.698212651913019,293670.10698439064,407.4978990491568
49,8315.0,35100.0,0.06,0.013000000000000001,0.35700000000000004,8811966.054,0.3033195216804172,0.6966804783195828,619805.2453770881,251.33185838672097
56,8932.0,35100.0,0.04,0.006999999999999999,0.35700000000000004,8791371.865,0.3045427555458792,0.6954572444541208,326666.4650843988,327.8654551632065
63,9548.0,35100.0,0.06,0.016,0.35600000000000004,8774739.936,0.3054336784467141,0.6945663215532858,705720.7065395868,296.8353113000988
70,10165.0,35100.0,0.04,0.005,0.355,8760470.392,0.30603434164481563,0.6939656583551843,193668.94593326602,248.7562439218341
77,10781.0,35100.0,0.04,0.004,0.354,8752649.107,0.3061700518389573,0.6938299481610426,782859.227630861,211.60304933658824
84,11398.0,35100.0,0.04,0.008,0.353,8748811.359,0.3059653923231896,0.6940346076768105,1323323.3009393942,291.2650829992458
91,12014.0,35100.0,0.04,0.006,0.35200000000000004,8748794.779,0.3054399312545544,0.6945600687454456,440241.98351516377,320.32238894609407
98,12631.0,35100.0,0.05,0.011000000000000001,0.35100000000000003,8752379.553,0.30462075716754666,0.6953792428324533,1347066.1313269779,315.16070219569923
0,37800.0,18300.0,0.06,0.017,0.34299999999999997,9996149.587000001,0.09553329449790733,0.9044667055020928,998611.073049468,313.77679708869425
4,38120.0,18300.0,0.09,0.033,0.344,10033345.957,0.09472115648820288,0.9052788435117972,663783.8554069273,344.883640090583
8,38439.0,18300.0,0.05,0.011000000000000001,0.344,10070498.556,0.09392360497950288,0.9060763950204972,725613.0553025805,282.3500897041129
12,38759.0,18300.0,0.06,0.015,0.345,10119885.337000001,0.09288359137484914,0.9071164086251507,500856.8897692536,253.0394403496975
16,39079.0,18300.0,0.06,0.013999999999999999,0.345,10156751.536,0.09212166894097566,0.9078783310590244,1038773.7726495236,330.0028738996442
20,39398.0,18300.0,0.07,0.016,0.34600000000000003,10193416.185,0.09137573932081652,0.9086242606791834,661490.8424479308,338.93221769673823
24,39718.0,18300.0,0.05,0.011000000000000001,0.34600000000000003,10229832.151,0.09064626219055764,0.9093537378094424,713361.8027800823,246.2109060175075
28,40038.0,18300.0,0.07,0.02,0.34700000000000003,10265952.438,0.08993371622720951,0.9100662837727904,476189.7204072443,271.8789252869171
32,40357.0,18300.0,0.08,0.024,0.34700000000000003,10313571.943,0.08901085698756937,0.9109891430124306,467720.952076865,291.08400243168273
36,40677.0,18300.0,0.06,0.013999999999999999,0.348,10348820.466,0.0883397918900677,0.9116602081099324,278418.4100062902,318.5727503764265
40,40997.0,18300.0,0.06,0.011000000000000001,0.348,10383617.898,0.08768740194547664,0.9123125980545234,527104.7773308483,229.05691984754912
44,41316.0,18300.0,0.05,0.01,0.348,10417918.058,0.08705425807345007,0.91294574192655,800206.4859357675,281.89374708697085
48,41636.0,18300.0,0.08,0.026000000000000002,0.349,10451675.009,0.08644095456604882,0.9135590454339512,375277.6623783452,356.4944752276413
52,41956.0,18300.0,0.08,0.018000000000000002,0.349,10495760.38,0.08565515152921249,0.9143448484707876,639413.4709280515,274.2292992399845
56,42275.0,18300.0,0.09,0.036000000000000004,0.35,10528072.713,0.08509058912122316,0.9149094108787768,746743.6846684576,343.3699010182148
60,42595.0,18300.0,0.06,0.011000000000000001,0.35,10559690.748,0.08454802400143879,0.9154519759985612,1060714.8771126806,339.7208080986017
64,42915.0,18300.0,0.06,0.012,0.35100000000000003,10590569.883,0.08402815724445313,0.9159718427555468,624277.7979070451,353.828125896843
68,43234.0,18300.0,0.05,0.01,0.35100000000000003,10620665.916000001,0.08353171481108741,0.9164682851889124,990457.2866173972,348.90702923519723
72,43554.0,18300.0,0.07,0.018000000000000002,0.35100000000000003,10659500.243999999,0.08290752978401432,0.9170924702159856,823271.4136797595,325.32464626544
76,43874.0,18300.0,0.06,0.018000000000000002,0.35200000000000004,10687599.751,0.08246870289041072,0.9175312971095893,780914.0876624864,263.5985794242007
80,44193.0,18300.0,0.06,0.015,0.35200000000000004,10714772.358,0.08205589118417124,0.9179441088158288,325416.5886515707,255.94985678452872
84,44513.0,18300.0,0.07,0.02,0.35200000000000004,10740976.236,0.0816699180892805,0.9183300819107196,791567.803545896,353.84949064980344
88,44833.0,18300.0,0.08,0.019,0.353,10766170.300999999,0.08131162456435544,0.9186883754356444,1243787.6121412634,361.89867352017035
92,45152.0,18300.0,0.05,0.012,0.353,10798122.148,0.08087843715946459,0.9191215628405354,709221.20353889,366.8900593550628
96,45472.0,18300.0,0.05,0.013999999999999999,0.353,10820805.142,0.08058807406084982,0.9194119259391502,652994.3058715911,250.63849558986004
0,79100.0,93500.0,0.05,0.006999999999999999,0.319,10697210.595,0.22598995774132066,0.7740100422586793,574548.6205417989,300.20470675336605
2,79296.0,93500.0,0.03,0.004,0.319,10651374.191,0.2253792503549857,0.7746207496450143,620657.0054226988,338.3970226885483
4,79492.0,93500.0,0.05,0.011000000000000001,0.319,10605241.383,0.2247644450566913,0.7752355549433088,299261.3287051983,282.270985213733
6,79689.0,93500.0,0.05,0.012,0.319,10558827.993999999,0.22414589704986984,0.7758541029501301,616708.8325144416,239.7279755573805
8,79885.0,93500.0,0.03,0.003,0.32,10512149.694,0.22352395429502114,0.7764760457049789,913585.7359448508,234.36559130044196
10,80081.0,93500.0,0.05,0.008,0.32,10465222.029,0.2228989573504445,0.7771010426495555,295589.6986950637,344.73755855273714
12,80277.0,93500.0,0.04,0.005,0.32,10418060.442,0.2222712391919728,0.7777287608080272,531584.6948428624,293.95522688251236
14,80474.0,93500.0,0.05,0.009000000000000001,0.32,10370680.297,0.22164112501169905,0.7783588749883009,811395.9484432099,328.36961216672637
16,80670.0,93500.0,0.05,0.009000000000000001,0.32,10323096.898,0.22100893199618268,0.7789910680038173,490405.66118397674,295.8954851538763
18,80866.0,93500.0,0.06,0.013000000000000001,0.32,10275325.517,0.2203749690848073,0.7796250309151926,581976.7903806276,253.69817555414397
20,81062.0,93500.0,0.04,0.006999999999999999,0.32,10227381.41,0.2197395367072548,0.7802604632927452,475147.64711729705,287.4188896320191
22,81259.0,93500.0,0.05,0.009000000000000001,0.32,10179279.843,0.21910292650136834,0.7808970734986317,886889.2575405813,328.87359329293497
24,81455.0,93500.0,0.04,0.006999999999999999,0.32,10131036.113,0.21846542101049451,0.7815345789895054,709492.9392774927,291.5726916269973
26,81651.0,93500.0,0.04,0.006,0.32,10082665.57,0.21782729336066387,0.7821727066393361,491945.2048337964,295.74173366324163
28,81847.0,93500.0,0.02,0.002,0.32,10058437.56,0.21750807891893428,0.7824919210810657,306309.4365558864,276.69520823379656
30,82044.0,93500.0,0.04,0.006999999999999999,0.321,10009905.75,0.21686950869178875,0.7831304913082113,213393.1749182714,352.92830250313597
32,82240.0,93500.0,0.05,0.01,0.321,9961285.883,0.21623095561604685,0.7837690443839531,457036.78667390405,396.4671513388905
34,82436.0,93500.0,0.07,0.022000000000000002,0.321,9912593.673,0.21559265701705546,0.7844073429829446,659289.0751891885,283.97772703133774
36,82632.0,93500.0,0.03,0.004,0.321,9863844.992999999,0.21495483909282992,0.78504516090717,572031.0110489933,329.7504310482771
38,82829.0,93500.0,0.03,0.002,0.321,9815055.894,0.21431771647533904,0.785682283524661,641608.9313035782,340.21950659636315
40,83025.0,93500.0,0.05,0.011000000000000001,0.321,9766242.634,0.2136814917697266,0.7863185082302734,942311.0482818113,320.6841119269291
42,83221.0,93500.0,0.02,0.002,0.321,9717421.704,0.213046355071249,0.786953644928751,526549.4427868513,367.93508961926636
44,83417.0,93500.0,0.03,0.004,0.321,9668609.848,0.2124124834599652,0.7875875165400348,1048911.2786285942,297.6810828344876
46,83614.0,93500.0,0.03,0.003,0.321,9619824.097000001,0.21178004047317806,0.788219959526822,1035344.7008990326,306.2373462902558
48,83810.0,93500.0,0.04,0.006999999999999999,0.321,9571081.793,0.2111491755568539,0.7888508244431461,641193.3175124836,326.19521273009417
50,84006.0,93500.0,0.03,0.004,0.321,9522400.615,0.21052002349533025,0.7894799765046698,549436.1861763251,250.43252751408303
52,84202.0,93500.0,0.05,0.006999999999999999,0.321,9473798.615,0.2098927038227151,0.7901072961772849,669088.18765737,296.67050796306154
54,84399.0,93500.0,0.03,0.005,0.321,9425294.238,0.2092673202165702,0.7907326797834298,370586.39642450295,353.41429068658783
56,84595.0,93500.0,0.06,0.017,0.321,9376906.36,0.2086439598785593,0.7913560401214407,619363.9968928309,309.81907634439625
58,84791.0,93500.0,0.03,0.003,0.321,9328654.315,0.20802269290540376,0.7919773070945962,616091.253625783,264.5754606611742
60,84987.0,93500.0,0.04,0.008,0.321,9280557.924,0.2074035716580598,0.7925964283419402,729146.2560816347,294.10813679622953
62,85184.0,93500.0,0.02,0.002,0.321,9232637.527,0.20678663013646872,0.7932133698635313,539467.1458254142,267.903530226222
64,85380.0,93500.0,0.02,0.002,0.321,9184914.012,0.20617188337288933,0.7938281166271106,891910.092049903,348.8650799291654
66,85576.0,93500.0,0.04,0.008,0.321,9137408.837000001,0.2055593268578826,0.7944406731421174,1292182.4170656411,313.22940735283424
68,85772.0,93500.0,0.01,0.001,0.321,9090144.062,0.20494893601982864,0.7950510639801713,622642.3523119407,283.25910409782915
70,85969.0,93500.0,0.04,0.006999999999999999,0.321,9043142.362,0.20434066578321344,0.7956593342167866,854258.441121256,341.19896845629535
72,86165.0,93500.0,0.04,0.006999999999999999,0.321,8996427.045,0.2037344502376776,0.7962655497623224,1360626.6517646792,264.98411299112337
74,86361.0,93500.0,0.04,0.008,0.321,8950022.06,0.20313020245909666,0.7968697975409034,385236.9884508929,340.73422426210016
76,86557.0,93500.0,0.05,0.008,0.321,8903951.988,0.2025278145317856,0.7974721854682144,703581.2307225636,330.32748025731274
78,86754.0,93500.0,0.02,0.002,0.321,8858242.031,0.2019271578333172,0.7980728421666828,383624.54945966654,316.62112406909216
80,86950.0,93500.0,0.05,0.01,0.321,8835530.133,0.2016274329825329,0.7983725670174671,546457.1491788245,382.8559016167636
82,87146.0,93500.0,0.05,0.009000000000000001,0.321,8790408.867,0.20102908828864124,0.7989709117113588,678477.2210071068,317.15786639157983
84,87342.0,93500.0,0.01,0.0,0.321,8745713.15,0.20043206779077602,0.7995679322092241,922894.0032424728,304.77030795375236
86,87539.0,93500.0,0.03,0.002,0.321,8701469.931,0.199836178249748,0.8001638217502521,658814.0471707234,277.26965505980945
88,87735.0,93500.0,0.02,0.001,0.321,8657706.426,0.19924121244265447,0.8007587875573455,672551.3918932008,284.8603435160628
90,87931.0,93500.0,0.05,0.009000000000000001,0.321,8614449.946,0.1986469524527773,0.8013530475472227,45695.138607835266,270.2419987674654
92,88127.0,93500.0,0.03,0.003,0.321,8571727.686,0.1980531738273836,0.8019468261726164,281674.3567815306,211.0347072036667
94,88324.0,93500.0,0.01,0.0,0.321,8529566.465,0.1974596506709553,0.8025403493290447,1173760.3767168557,298.049802755514
96,88520.0,93500.0,0.04,0.006,0.321,8487992.412999999,0.1968661616987428,0.8031338383012572,952956.0137636516,371.0950933268219
98,88716.0,93500.0,0.04,0.006999999999999999,0.321,8447030.615,0.19627249720769765,0.8037275027923023,996611.2639498188,296.3614215954599
0,72900.0,30500.0,0.08,0.034,0.336,9311557.84,0.1392275865087261,0.8607724134912739,246849.55093639228,270.7337677895605
2,73027.0,30500.0,0.1,0.04,0.336,9317093.928,0.14002445646816486,0.8599755435318351,692068.725645552,297.4410627869017
4,73154.0,30500.0,0.08,0.027999999999999997,0.336,9328610.224,0.14163940027056712,0.8583605997294329,823147.7178781964,410.4466056581662
6,73281.0,30500.0,0.07,0.022000000000000002,0.336,9334579.237,0.1424569366782923,0.8575430633217077,1259943.6568139128,301.2467268546878
8,73408.0,30500.0,0.09,0.03,0.336,9340681.722000001,0.14328083909451306,0.8567191609054869,757604.9094050797,318.87743966230653
10,73535.0,30500.0,0.08,0.021,0.336,9346912.595,0.1441108599491364,0.8558891400508636,552853.0968128942,304.52639770964754
12,73662.0,30500.0,0.08,0.032,0.336,9359740.082999999,0.14578830414064772,0.8542116958593523,656440.9008830928,339.17746410545766
14,73790.0,30500.0,0.07,0.024,0.336,9366327.41,0.14663526855030146,0.8533647314496986,484448.28690308006,206.19410148048962
16,73917.0,30500.0,0.08,0.027000000000000003,0.336,9373024.532,0.14748743280176346,0.8525125671982365,573901.3351207768,410.54332966569535
18,74044.0,30500.0,0.07,0.024,0.336,9379827.189,0.14834458330380074,0.8516554166961993,749782.4746423796,268.7495143276791
20,74171.0,30500.0,0.09,0.036000000000000004,0.336,9393732.757000001,0.1500730173273854,0.8499269826726146,526221.357203798,276.6313123557003
22,74298.0,30500.0,0.09,0.032,0.336,9400827.818,0.15094390148793702,0.849056098512063,826464.0508113144,311.28464606365867
24,74425.0,30500.0,0.07,0.018000000000000002,0.336,9408012.701,0.15181897268271655,0.8481810273172834,923451.2554421512,357.25067563791686
26,74552.0,30500.0,0.1,0.047,0.336,9422637.532,0.1535809317317354,0.8464190682682646,1151392.332424014,255.30600732420442
28,74679.0,30500.0,0.09,0.036000000000000004,0.336,9430070.549,0.15446745863212022,0.8455325413678798,208263.52190214375,251.5401318122985
30,74806.0,30500.0,0.06,0.02,0.336,9437579.517,0.1553574502883912,0.8446425497116088,924075.8223251031,297.9853898397193
32,74933.0,30500.0,0.06,0.013999999999999999,0.335,9445161.217,0.1562507366785008,0.8437492633214991,879160.3048620408,311.93556262818765
34,75060.0,30500.0,0.09,0.043,0.335,9460530.401,0.1580465328691969,0.8419534671308031,1499030.5127037298,304.24359446040575
36,75187.0,30500.0,0.08,0.023,0.335,9468311.895,0.15894872149034264,0.8410512785096573,745125.2344200548,331.1197193991503
38,75315.0,30500.0,0.06,0.013999999999999999,0.335,9476154.133,0.1598535622182166,0.8401464377817834,386652.8348189262,321.17699784645754
40,75442.0,30500.0,0.08,0.024,0.335,9484054.321,0.16076090308932547,0.8392390969106746,861293.8482203784,318.81746729296714
42,75569.0,30500.0,0.08,0.025,0.335,9500017.748,0.1625824934755239,0.8374175065244761,662040.1219421529,280.31841109778907
44,75696.0,30500.0,0.07,0.017,0.335,9508075.762,0.1634964548108477,0.8365035451891523,877698.166003603,300.88497728127464
46,75823.0,30500.0,0.06,0.017,0.335,9516181.273,0.1644123397292376,0.8355876602707624,781753.4570428523,363.94780314759765
48,75950.0,30500.0,0.09,0.04,0.335,9524331.836000001,0.1653300114118052,0.8346699885881947,726776.9492443617,272.11294532966645
50,76077.0,30500.0,0.08,0.023,0.335,9540758.641,0.16717018144056187,0.8328298185594382,1036613.270892097,266.85283899649255
52,76204.0,30500.0,0.09,0.034,0.335,9549030.292000001,0.1680924195503985,0.8319075804496014,501006.6479230524,240.98514584273704
54,76331.0,30500.0,0.08,0.027999999999999997,0.335,9557337.809,0.1690159237979071,0.8309840762020929,836841.0265840491,306.3997274873399
56,76458.0,30500.0,0.08,0.028999999999999998,0.335,9574051.867,0.17086623755679292,0.8291337624432071,346947.94362099987,379.2540754908047
58,76585.0,30500.0,0.08,0.021,0.335,9582454.247000001,0.17179280635308652,0.8282071936469135,857115.006295232,297.14618051306087
60,76712.0,30500.0,0.09,0.032,0.335,9590884.169,0.1727201597304793,0.8272798402695207,1223158.9683249614,316.648569799263
62,76839.0,30500.0,0.11,0.055999999999999994,0.335,9599339.672,0.173648182911706,0.8263518170882941,741022.2728448705,277.61719753623333
64,76967.0,30500.0,0.08,0.03,0.335,9616319.806,0.17550579016451892,0.8244942098354809,944337.5182077199,327.0946795755827
66,77094.0,30500.0,0.08,0.027000000000000003,0.335,9624840.734,0.17643515511118502,0.823564844888815,269577.6615360182,274.9442521474477
68,77221.0,30500.0,0.06,0.017,0.335,9633379.837000001,0.17736475151165365,0.8226352484883463,746346.3309680994,371.8953772333757
